,ACIDS,ADDITIONAL INFORMATION,ALCOHOL,BEER TYPE,BITTERNESS,CATEGORY,CHARACTERISTICS,CLOSURE,COUNTRY,DEPOSIT,ENERGY,GRAPE,ICONS,MORE INFORMATION,NAME,PACKAGING,PRICE / LITRE,PRODUCER,PRODUCT NUMBER,REGION1,REGION2,SELECTION,SUGAR,SUPPLIER,TASTE PROFILE,Unnamed: 0,VOLUME,WORT STRENGTH
700,,,46.9%,,,Gin and other spirits,Aniseed distillates,other closure,Finland,0.1 €,270.0 Kcal / 100ml,,,,Sirene Absinthe,bottle,84.78 EUR,Kyrö Distillery,162156,,,general selection,,Interbrands Wines & Spirits,"colourless,dry,sharp,anise notes,fennel notes,light fruity notes,herbal notes,elegant",0,0.5,
701,,,5.8%,"pils
(pils)",51.0 EBU,Beer,Pils,can,Finland,0.15 €,50.0 Kcal / 100ml,,"fatty fish,chicken, turkey,pork,buffet,organic",,Marsalkka Pils Luomu can,can,6.62 EUR,Saimaan Juomatehdas,798286,,,general selection,,Mbh Breweries,"grain yellow,medium-bodied,strongly hopped,malt biscuit notes,dried fruits,light nutty notes,hay notes",0,0.5,12.6 °P
702,5.7 g/l,Contains sediment,14.0%,,,Red wine,Nuanced & developed,natural cork,France,0.1 €,80.0 Kcal / 100ml,,"spicy and meaty sausages,beef,grilled food,casseroles",,Les Monicord 2010,bottle,17.79 EUR,SCEA Monicord,416887,Bordeaux,AC Bordeaux Supérieur,limited quantity product,1.0 g/l,Larcap,"medium-bodied,tannic,ripe redcurrant notes,cranberry notes,light pencil lead notes,spicy,cedar notes",0,0.75,
703,8.4 g/l,,12.0%,,,White wine,Crisp & fruity,glass stopper,Germany,,70.0 Kcal / 100ml,Riesling,"oriental food,sushi,seafood,lean fish",,Paulinshof Brauneberger Juffer Riesling Kabinett trocken 2016,bottle,33.76 EUR,Paulinshof,908447,Mosel,,sale-to-order selection,9.0 g/l,Viinitalli,"dry,medium acidic,pineapple notes,yellow apple notes,mineral notes,minerally",0,0.75,
704,0.0 g/l,,16.0%,,,Dessert wine & other fortified wines,Saké,metal screw cap,Japan,,100.0 Kcal / 100ml,,"oriental food,sushi,clams, mussels, scallops and oysters,lean fish,metal screw cap",,Tatenokawa Junmai Daiginjo Sake,bottle,66.63 EUR,Tatenokawa,664054,,,general selection,16.0 g/l,Amka,"dry,melon notes,citrus notes,apple notes,mineral notes,minerally,balanced",0,0.3,
705,,Mild alcoholic beverage,21.0%,,,Liqueur & bitter,,metal screw cap,Ireland,0.2 €,210.0 Kcal / 100ml,,metal screw cap,,Hot Irishman Irish Coffee plastic bottle,plastic bottle,39.56 EUR,Walsh Whiskey Distillery,219876,,,general selection,220.0 g/l,Alpha Beverages,"dark brown,medium full bodied,soft,smooth,pot brewed coffee notes,toasted,roasted,baked,vanilla notes,hint of liquorice root,light whisky notes",0,0.5,
706,4.5 g/l,,16.0%,,,Red wine,Luscious & jammy,natural cork,United States,0.1 €,90.0 Kcal / 100ml,"Zinfandel,Merlot,Syrah,Petite Sirah,Cabernet Sauvignon,Petit Verdot,Grenache","beef,grilled food,game,spicy and meaty sausages",,Apothic Inferno 2016,bottle,21.17 EUR,Apothic Wines,446097,Others,,general selection,4.0 g/l,Bpf-Beverage Partners Finland,"full-bodied,tannic,ripe plum notes,dark cherry notes,mocha notes,chocolaty,light whisky notes,warm",0,0.75,
707,4.5 g/l,,16.0%,,,Red wine,Luscious & jammy,natural cork,United States,0.1 €,90.0 Kcal / 100ml,"Zinfandel,Merlot,Syrah,Petite Sirah,Cabernet Sauvignon,Petit Verdot,Grenache","beef,grilled food,game,spicy and meaty sausages",,Apothic Inferno 2016,bottle,21.17 EUR,Apothic Wines,446097,Others,,general selection,4.0 g/l,Bpf-Beverage Partners Finland,"full-bodied,tannic,ripe plum notes,dark cherry notes,mocha notes,chocolaty,light whisky notes,warm",0,0.75,
708,6.6 g/l,,12.5%,,,Rosé wine,Dry,metal screw cap,Austria,0.1 €,70.0 Kcal / 100ml,Zweigelt,"salads, vegetarian food,fatty fish,tapas and antipasti,chicken, turkey,metal screw cap,organic,biodynamic,suitable for vegans,lighter glass bottle",,Sepp Moser Zweigelt Rosé 2017,bottle,23.39 EUR,Sepp Moser,402047,,Qualitätswein Burgenland,limited quantity product,1.0 g/l,Tampereen Viinitukku,"dry,acidic,raspberry notes,redcurrant notes,light cranberry notes,slightly spicy",0,0.75,
709,7.0 g/l,,12.5%,,,White wine,Crisp & fruity,other closure,Argentina,,70.0 Kcal / 100ml,Torrontés,"party wine,savoury snacks,salads, vegetarian food,lean fish,Fairtrade",,Fair & Square White 2018 carton package,carton package,9.89 EUR,La Riojana,901788,Others,Famatina Valley,general selection,4.0 g/l,Cisa Drinks,"dry,acidic,pear notes,lychee notes,light pineapple notes,flowery",0,1.0,
710,5.6 g/l,,12.5%,,,Sparkling wine & champagne,Nuanced & structured,natural cork,France,0.1 €,80.0 Kcal / 100ml,,"party wine,aperitif,blini,meditation beverage",Sold in gift packaging,Ruinart Rosé Champagne Brut,bottle,105.15 EUR,Ruinart,958807,Champagne,AC Champagne,sale-to-order selection,13.0 g/l,Moët Hennessy Suomi,"brut,medium acidic,berry notes,fruity,long,rosé",0,0.75,
711,6.2 g/l,,13.0%,,,White wine,Crisp & fruity,,South Africa,,70.0 Kcal / 100ml,Chenin Blanc,"salads, vegetarian food,savoury snacks,party wine,chicken, turkey,Fairtrade",,Palesa Chenin Blanc 2017 bag-in-box,bag-in-box,10.66 EUR,UniWines,574478,Others,WO Breedekloof,general selection,,Domaine Wines,"dry,acidic,currant notes,green apple notes,light herb notes",0,3.0,
712,5.7 g/l,,14.5%,,,Red wine,Nuanced & developed,natural cork,France,0.1 €,80.0 Kcal / 100ml,"Grenache,Syrah,Mourvèdre","meditation beverage,mutton, lamb,casseroles,strong cheeses",,Vidal-Fleury Châteauneuf-du-Pape 2010,bottle,57.15 EUR,Vidal-Fleury,445927,Rhône,AC Châteauneuf-du-Pape,limited quantity product,,Servaali,"full-bodied,tannic,sour cherry,fig notes,boysenberry notes,leather notes,stable notes,hint of olive,nuanced",0,0.75,
713,5.8 g/l,,15.0%,,,Red wine,Nuanced & developed,natural cork,Spain,0.1 €,80.0 Kcal / 100ml,"Cariñena,Garnacha,Grenache Noir,Cabernet Sauvignon","mutton, lamb,game,casseroles,mild cheeses",A wooden transport packaging,Iugiter Selecció de Vinyes Velles 2009,bottle,47.21 EUR,La Conrería d'Scala Dei,492627,Catalonia,DOCa Priorat,general selection,1.0 g/l,Bb Wines,"full-bodied,tannic,sour cherry,cranberry notes,date notes,light black pepper notes,hint of medicinal herb,leather notes",0,0.75,
714,,,5.0%,"lager
(continental)",19.0 EBU,Beer,Lager,crown cap,Germany,0.1 €,40.0 Kcal / 100ml,,"party wine,pork,chicken, turkey,mild sausages",,Beck's,bottle,7.24 EUR,Brauerei Beck,718424,,,general selection,,Servaali,"golden-yellow,light-bodied,medium hopped,grainy notes,biscuity,light citrus notes",0,0.33,11.1 °P
715,5.1 g/l,,12.5%,,,Red wine,Luscious & jammy,plastic closure,Argentina,,70.0 Kcal / 100ml,Malbec,"pork,savoury snacks,mild sausages,grilled food,organic",,Santa Julia Organic Malbec 2017 carton package,carton package,9.98 EUR,Santa Julia,485958,Mendoza,Mendoza,general selection,3.0 g/l,Social Wines,"medium-bodied,medium tannic,boysenberry notes,cranberry jam notes,light baked notes",0,1.0,
716,7.4 g/l,,0.0%,,,Non-alcoholic,Mixers,metal screw cap,France,,330.0 Kcal / 100ml,,metal screw cap,,Le Sirop de Monin Grenadine,bottle,19.24 EUR,Monin,781143,,,general selection,800.0 g/l,T.R.Björkbom-Trading,"red,very sweet,pomegranate aroma",0,0.25,
717,5.1 g/l,,0.0%,,,Non-alcoholic,Sparkling wine,natural cork,France,0.1 €,30.0 Kcal / 100ml,,"organic,suitable for vegans,lighter glass bottle",,Opia Chardonnay Sparkling Organic Alcohol Free,bottle,10.48 EUR,Pierre Chavin,507057,,,general selection,65.0 g/l,Quantum Beverages,"pale yellow,sweetish,lime notes,peach notes,lychee notes",0,0.75,
718,4.9 g/l,,14.0%,,,Red wine,Berried & fresh,natural cork,New Zealand,,80.0 Kcal / 100ml,Pinot Noir,"game birds,fatty fish,mutton, lamb,mushrooms",,Cloudy Bay Te Wahi Pinot Noir 2014,bottle,103.67 EUR,Cloudy Bay Vineyards,488627,,Central Otago,limited quantity product,,Moet Hennessy Suomi,"medium-bodied,medium tannic,blackberry notes,dark cherry notes,currant notes,hint of milk chocolate,light oak notes",0,0.75,
719,5.9 g/l,,15.0%,,,Red wine,Luscious & jammy,natural cork,Italy,,90.0 Kcal / 100ml,"Corvina,Corvinone ja Rondinella","meditation beverage,strong cheeses,game birds",,Ville di Antanè Amarone della Valpolicella 2015,bottle,38.65 EUR,Ville di Antanè,922477,The Veneto,DOC Amarone della Valpolicella,sale-to-order selection,6.0 g/l,Nordalco,"extra full-bodied,medium tannic,dark cherry notes,fig notes,spicy",0,0.75,
720,4.7 g/l,,4.8%,,,Cider,French style apple cider,natural cork,France,0.1 €,50.0 Kcal / 100ml,,"savoury snacks,strong cheeses,seafood,chicken, turkey,organic",,Fournier Cidre Bio,bottle,9.45 EUR,Fournier-Frères,705697,,Cidre Biologique,general selection,55.0 g/l,Parisiana,"dry,reddish brown,acidic,ripe cinnamon-apple notes,spicy,rich,full-bodied",0,0.75,
721,5.6 g/l,,13.5%,,,Red wine,Nuanced & developed,natural cork,France,,80.0 Kcal / 100ml,"Grenache Noir,Syrah,Cinsault","mutton, lamb,chicken, turkey,grilled food,spicy and meaty sausages,organic,lighter glass bottle",,Picadou Côtes du Rhône Rouge 2017,bottle,19.87 EUR,Biovidis,914337,Rhône,AC Côtes du Rhône,sale-to-order selection,2.0 g/l,LBI Finland,"medium-bodied,medium tannic,spicy,herbal notes,berry notes",0,0.75,
722,5.0 g/l,,14.0%,,,Red wine,Berried & fresh,natural cork,France,,80.0 Kcal / 100ml,"Grenache Noir,Syrah","chicken, turkey,game birds,pork,tapas and antipasti,organic",,Domaine Allois Infiniment Rouge 2013,bottle,27.09 EUR,Domaine Allois,912867,Rhône,AC Ventoux,sale-to-order selection,1.0 g/l,Viinitalli Oy,"medium-bodied,medium tannic,spicy,berry notes,raspberry notes",0,0.75,
723,,,40.0%,,,Rum,Dark rum,metal screw cap,Cuba,,230.0 Kcal / 100ml,,metal screw cap,,Havana Club Añejo 7 Años plastic bottle,plastic bottle,71.6 EUR,Havana Club International,181171,,,general selection,4.0 g/l,Pernod Ricard,"amber-brown,medium full bodied,dryish,warm,dried fruits,orangey,light arrack notes,oak notes",0,0.05,
724,6.9 g/l,,12.0%,,,Sparkling wine & champagne,Nuanced & structured,natural cork,France,0.1 €,70.0 Kcal / 100ml,Pinot Noir,"party wine,chicken, turkey,tapas and antipasti,fatty fish",,André Clouet Grande Réserve Blanc de Noirs Champagne Brut,bottle,43.73 EUR,André Clouet,537517,Champagne,AC Champagne,general selection,8.0 g/l,Vindirekt Finland,"brut,acidic,ripe citrus notes,cinnamon-apple notes,almond notes,mineral notes,minerally,slightly baked",0,0.75,
725,,,40.0%,,,Vodka & spirit,Vodka,plastic closure,Latvia,,220.0 Kcal / 100ml,,,,Stolichnaya Elit,bottle,85.98 EUR,SPI Group,902506,,,sale-to-order selection,1.0 g/l,Quantum Beverages,"colourless,dry,soft,smooth",0,0.5,
726,,Mild alcoholic beverage,17.0%,,,Liqueur & bitter,Berry liqueurs,metal screw cap,Holland,0.1 €,220.0 Kcal / 100ml,,metal screw cap,,Bols Raspberry,bottle,26.56 EUR,Lucas Bols,205386,,,general selection,300.0 g/l,Edrington Finland,"bright red,medium full bodied,raspberry notes,soft,smooth",0,0.5,
727,,,44.0%,,,Gin and other spirits,Gin,natural cork,Scotland,,240.0 Kcal / 100ml,,,,Lone Wolf Gin,bottle,85.47 EUR,Lone Wolf,918657,,,sale-to-order selection,,Diamond Beverages,"colourless,dry,soft,smooth,gin flavour,juniper berry notes,herbal notes",0,0.7,
728,,,22.0%,,,Liqueur & bitter,Fruit liquers,other closure,Finland,,200.0 Kcal / 100ml,,organic,,Verla Organic Omena,bottle,47.58 EUR,Viiniverla,210136,,,general selection,190.0 g/l,Viiniverla,"amber-yellow,medium full bodied,rich apple notes,cinnamon notes,balanced",0,0.5,
729,5.2 g/l,,13.0%,,,Red wine,Luscious & jammy,natural cork,Spain,,70.0 Kcal / 100ml,Bobal,"game,pork,beef,buffet",,Vox Populi Bobal 2014,bottle,17.6 EUR,Murviedro,930887,Utiel-Requena,DOP Utiel-Requena,sale-to-order selection,1.0 g/l,Hedon Oy,"full-bodied,medium tannic,berry notes,vanilla notes,mocha notes",0,0.75,
730,,,46.3%,,,Whisky,Fruity & aromatic,natural cork,Scotland,0.1 €,250.0 Kcal / 100ml,,,Sold in gift packaging,Ledaig 10 Year Old Single Malt,bottle,78.41 EUR,Tobermory Distillery,182277,,Isle of Mull,general selection,,Wennerco,"full-bodied,lemon-yellow,powerful smoky notes,dried apricot notes,peaty,spicy,herbal notes",0,0.7,
731,5.5 g/l,,12.5%,,,Red wine,Luscious & jammy,metal screw cap,Italy,0.1 €,70.0 Kcal / 100ml,Merlot,"savoury snacks,buffet,pork,grilled food,metal screw cap",,Pasqua Merlot 2018,bottle,10.51 EUR,Pasqua,006903,The Veneto,IGT Merlot delle Venezie,general selection,8.0 g/l,Wennerco,"medium-bodied,medium tannic,cherry notes,light cranberry notes,currant notes,spicy",0,0.75,
732,5.1 g/l,,13.0%,,,Red wine,Luscious & jammy,natural cork,Italy,0.1 €,80.0 Kcal / 100ml,"Sangiovese,Merlot","party wine,beef,tapas and antipasti",,Leonardo Governo all'Uso Toscano 2015,bottle,16.87 EUR,Cantine Leonardo da Vinci,948537,Tuscany,IGT Governo all'Uso Toscano,sale-to-order selection,10.0 g/l,Hartwall,"medium-bodied,medium tannic,cherry notes,ripe plum notes,spicy",0,0.75,
733,,,40.0%,,,Cognacs,Cognac extra,natural cork,France,,220.0 Kcal / 100ml,,,Sold in gift packaging,Hennessy Paradis,bottle,1 365.56 EUR,Hennessy,948468,,AC Cognac,sale-to-order selection,,Moët Hennessy Suomi,"amber-brown,full-bodied,aged,warm,honey notes,fruity,spicy",0,0.7,
734,6.6 g/l,,13.0%,,,White wine,Nuanced & structured,metal screw cap,Chile,0.1 €,70.0 Kcal / 100ml,Riesling,"fatty fish,tapas and antipasti,savoury snacks,chicken, turkey,metal screw cap,Fair for life",,Torres Santa Digna Riesling Reserva 2017,bottle,14.91 EUR,Miguel Torres Chile,572757,Curicó,Valle de Curicó,general selection,3.0 g/l,Winestate,"dry,acidic,lemon notes,yellow plum notes,light apricot notes,petrol notes,slightly flowery,spicy",0,0.75,
735,,,40.0%,,,Cognacs,Cognac extra,natural cork,France,,230.0 Kcal / 100ml,,,Sold in gift packaging,Prince Hubert Polignac XO Royal,bottle,138.77 EUR,Prince Hubert de Polignac,931204,,AC Cognac,sale-to-order selection,12.0 g/l,Servaali,"amber-brown,full-bodied,aged,warm,vanilla notes,spicy,citrus notes",0,0.35,
736,6.0 g/l,,12.0%,,,Sparkling wine & champagne,Generous & toasty,natural cork,Spain,0.1 €,70.0 Kcal / 100ml,"Xarel-lo,Macabeo,Parellada","tapas and antipasti,blini,mushrooms,sushi",,Torelló Gran Reserva Cava Brut Nature 2012,bottle,31.47 EUR,Torelló,535874,,DO Cava,general selection,1.0 g/l,Astra Wines,"brut,very acidic,yellow apple notes,lemon peel notes,light almond notes,hint of mineral",0,0.375,
737,,,6.5%,"speciality
(saison)",27.0 EBU,Beer,Speciality,crown cap,Belgium,,50.0 Kcal / 100ml,,casseroles,,Saison Dupont,bottle,12.64 EUR,Brasserie Dupont,932407,,,sale-to-order selection,,Ultimator,"golden-yellow,light-bodied,cloudy,medium hopped,fruity,spicy",0,0.75,13.6 °P
738,6.6 g/l,,12.0%,,,Sparkling wine & champagne,Nuanced & structured,natural cork,France,,70.0 Kcal / 100ml,"Pinot Noir,Chardonnay","aperitif,lean fish,seafood,strong cheeses",,Billecart-Salmon Vintage Champagne Extra Brut  2007,bottle,95.97 EUR,Billecart-Salmon,950567,Champagne,AC Champagne,sale-to-order selection,4.0 g/l,Vindirekt Finland,"brut,very acidic,citrus notes,brioche notes,elegant",0,0.75,
739,5.0 g/l,,13.0%,,,White wine,Crisp & fruity,natural cork,France,,70.0 Kcal / 100ml,"Grenache Blanc,Clairette,Roussanne","lean fish,seafood,chicken, turkey,fatty fish,organic",,Domaine Allois Infiniment Blanc 2015,bottle,27.09 EUR,Domaine Allois,900857,Rhône,AC Ventoux,sale-to-order selection,,Viinitalli,"dry,medium acidic,citrus notes,pear notes,buttery",0,0.75,
740,,,40.0%,,,Vodka & spirit,Vodka,plastic closure,Finland,0.1 €,220.0 Kcal / 100ml,,,,Gustav Arctic Vodka,bottle,38.86 EUR,Lignell & Piispanen,926777,,,general selection,2.0 g/l,Lignell & Piispanen,"colourless,dry,soft,smooth,neutral",0,0.7,
741,6.5 g/l,,13.0%,,,White wine,Crisp & fruity,metal screw cap,Germany,,70.0 Kcal / 100ml,,"lean fish,chicken, turkey,salads, vegetarian food,savoury snacks,metal screw cap",,Dautel Weissburgunder Gipskeuper 2014,bottle,37.75 EUR,Dautel,938047,Others,Qualitätswein Württemberg,sale-to-order selection,2.0 g/l,Wine Temple,"dry,acidic,citrus notes,fruity,herbal notes",0,0.75,
742,5.6 g/l,,13.5%,,,Red wine,Nuanced & developed,natural cork,Italy,,80.0 Kcal / 100ml,Sangiovese,"grilled food,casseroles,spicy and meaty sausages",,Castello Banfi Rosso di Montalcino 2016,bottle,33.2 EUR,Castello Banfi,915177,Tuscany,DOC Rosso di Montalcino,sale-to-order selection,1.0 g/l,Amka,"full-bodied,medium tannic,dark cherry notes,leather notes,mocha notes",0,0.75,
743,,,43.0%,,,Whisky,Nuanced & structured,natural cork,Scotland,,240.0 Kcal / 100ml,,,,Glengoyne 18 Year Old Single Malt,bottle,127.26 EUR,Lang Brothers,927967,,Highland,sale-to-order selection,,Craft & Cask,"full-bodied,amber-brown,fruity,aromatic",0,0.7,
744,5.2 g/l,,13.5%,,,White wine,Crisp & fruity,metal screw cap,South Africa,0.1 €,80.0 Kcal / 100ml,"Chardonnay,Viognier","fatty fish,chicken, turkey,buffet,salads, vegetarian food,metal screw cap,Fairtrade",,Kaya Chardonnay Viognier 2015,bottle,12.31 EUR,Overhex Wines,598437,Others,WO Western Cape,general selection,5.0 g/l,Servaali,"dry,medium acidic,tropical fruit notes,light peach notes,spicy",0,0.75,
745,5.4 g/l,,12.5%,,,White wine,Crisp & fruity,metal screw cap,Austria,0.1 €,70.0 Kcal / 100ml,Pinot Blanc,"lean fish,salads, vegetarian food,chicken, turkey,clams, mussels, scallops and oysters,metal screw cap",,Kracher Pinot Blanc 2016,bottle,20.53 EUR,Kracher,540267,Burgenland,Qualitätswein Burgenland,general selection,1.0 g/l,Vindirekt Finland,"dry,acidic,yellow plum notes,ripe apricot notes,citrus notes,slightly spicy",0,0.75,
746,6.9 g/l,,13.5%,,,White wine,Nuanced & structured,metal screw cap,New Zealand,0.1 €,80.0 Kcal / 100ml,Sauvignon Blanc,"seafood,salads, vegetarian food,lean fish,sushi,metal screw cap,organic",,Matua Organic Sauvignon Blanc 2018,bottle,19.85 EUR,Matua,937057,,Marlborough,general selection,3.0 g/l,Wennerco,"dry,acidic,whitecurrant notes,green apple notes,ripe lime notes,tomato leaf notes,mineral notes,minerally",0,0.75,
747,8.7 g/l,,12.0%,,,White wine,Nuanced & structured,metal screw cap,Germany,0.1 €,70.0 Kcal / 100ml,Riesling,"fatty fish,clams, mussels, scallops and oysters,sushi,pork,metal screw cap",,Georg Müller Rheingau Riesling Trocken 2017,bottle,19.69 EUR,Georg Müller,541497,Rheingau,VDP Gutswein Rheingau,general selection,8.0 g/l,Larcap,"dry,very acidic,lemon notes,apricot notes,green pear notes,hint of birch leaf,mineral notes,minerally",0,0.75,
748,,,35.0%,,,Gin and other spirits,Flavoured spirits,metal screw cap,Sweden,0.1 €,210.0 Kcal / 100ml,,metal screw cap,,Absolut Extrakt,bottle,37.27 EUR,Absolut Company,129427,,,general selection,40.0 g/l,Pernod Ricard,"colourless,sweetish,warm,cardamom notes,pepper notes,light ginger aroma,hint of herb",0,0.7,
749,8.3 g/l,,12.5%,,,Sparkling wine & champagne,Nuanced & structured,natural cork,France,,70.0 Kcal / 100ml,,"lean fish,sushi,seafood,clams, mussels, scallops and oysters",Sold in gift packaging,Gosset Grand Blanc de Blancs Champagne Brut,bottle,116.0 EUR,Gosset,522098,Champagne,AC Champagne,limited quantity product,6.0 g/l,Nordic Cellars,"brut,very acidic,lime notes,herbal notes,mineral notes,minerally,light almond notes,fresh,refreshing",0,1.5,
750,5.5 g/l,,13.0%,,,Red wine,Berried & fresh,metal screw cap,Italy,0.1 €,80.0 Kcal / 100ml,Corvina Veronese,"pork,mutton, lamb,mild cheeses,chicken, turkey,metal screw cap",,Corte Giara Corvina 2015,bottle,17.17 EUR,Allegrini,917017,The Veneto,IGT Corvina Veronese del Veneto,sale-to-order selection,6.0 g/l,CISA Drinks,"medium-bodied,medium tannic,dark cherry notes,ripe plum notes,spicy",0,0.75,
751,6.4 g/l,,11.0%,,,Sparkling wine & champagne,Crisp & fruity,natural cork,Italy,,70.0 Kcal / 100ml,Glera,"aperitif,salads, vegetarian food,chicken, turkey,lean fish",,Piccini Prosecco Extra Dry,bottle,19.05 EUR,Piccini,943607,,DOC Prosecco,sale-to-order selection,15.0 g/l,Beverage Partners Finland Oy,"brut,acidic,fruity,citrus notes",0,0.75,
752,,,4.5%,"ale
(ipa)",38.0 EBU,Beer,Ale,crown cap,United States,0.1 €,40.0 Kcal / 100ml,,"party wine,meditation beverage",,Firestone Easy Jack IPA,bottle,10.39 EUR,Firestone Walker,958054,,,sale-to-order selection,,Uniq Drinks Finland,"golden-yellow,medium-bodied,strongly hopped,aromatic,fruity,citrus notes",0,0.355,10.2 °P
753,5.8 g/l,,12.0%,,,Sparkling wine & champagne,Nuanced & structured,natural cork,France,0.1 €,70.0 Kcal / 100ml,,"aperitif,lean fish,salads, vegetarian food,tapas and antipasti",,Gisselbrecht Blanc de Noirs Crémant d´Alsace Brut,bottle,22.52 EUR,Gisselbrecht,943547,,AC Crémant d'Alsace,general selection,10.0 g/l,Pernod Ricard,"brut,acidic,ripe lemon notes,yellow plum notes,light baked notes",0,0.75,
