,Unnamed: 0,ACIDS,ADDITIONAL INFORMATION,ALCOHOL,BEER TYPE,BITTERNESS,CATEGORY,CHARACTERISTICS,CLOSURE,COUNTRY,DEPOSIT,ENERGY,GRAPE,ICONS,MORE INFORMATION,NAME,PACKAGING,PRICE / LITRE,PRODUCER,PRODUCT NUMBER,REGION1,REGION2,SELECTION,SUGAR,SUPPLIER,TASTE PROFILE,VOLUME,WORT STRENGTH
4848,0,7.5 g/l,,12.0%,,,White wine,Crisp & fruity,metal screw cap,Germany,,70.0 Kcal / 100ml,Riesling,"seafood,chicken, turkey,fatty fish,mushrooms,metal screw cap",,Schloss Schönborn Hattenheim Pfaffenberg Riesling 2013,bottle,25.31 EUR,Schloss Schönborn,914117,Rheingau,QmP Rheingau,sale-to-order selection,8.0 g/l,Amka,"dry,acidic,citrus notes,fruity,aromatic",0.75,
4849,0,6.8 g/l,,12.0%,,,Sparkling wine & champagne,Generous & toasty,natural cork,France,,70.0 Kcal / 100ml,Chardonnay,"aperitif,lean fish,seafood,salads, vegetarian food",,Vollereaux Blanc de Blancs Champagne Brut,bottle,51.51 EUR,Champagne Vollereaux,901217,,AC Champagne,sale-to-order selection,10.0 g/l,Carelia Wines,"brut,very acidic,lime notes,elegant,minerally",0.75,
4850,0,5.5 g/l,,14.5%,,,Red wine,Robust & powerful,natural cork,Italy,,80.0 Kcal / 100ml,,"game,mutton, lamb,casseroles,strong cheeses",,Orlandi Contucci Ponno Montepulciano d'Abruzzo Colline Teramane Riserva 2011,bottle,47.08 EUR,Colle Funaro,460027,The Abruzzi,DOCG Montepulciano d'Abruzzo Colline Teramane,limited quantity product,1.0 g/l,Red Bev,"full-bodied,tannic,blueberry notes,sour cherry,light medicinal herb notes,oak notes,long",0.75,
4851,0,,,5.2%,"lager
(lager)",21.0 EBU,Beer,Lager,crown cap,Spain,0.1 €,50.0 Kcal / 100ml,,"party wine,pork,grilled food,salads, vegetarian food",,Ambar Especial,bottle,10.32 EUR,La Zaragozana,751253,,,general selection,,Viinitie,"golden-yellow,medium-bodied,medium hopped,honey biscuit notes,fruity,light spice notes,fresh,refreshing",0.25,13.2 °P
4852,0,9.5 g/l,,12.0%,,,Sparkling wine & champagne,Nuanced & structured,natural cork,France,,70.0 Kcal / 100ml,"Pinot Noir,Chardonnay","aperitif,clams, mussels, scallops and oysters,sushi,tapas and antipasti",,Penet Chardonnet Grand Cru Terroir Escence Champagne Extra Brut,bottle,77.19 EUR,Penet Chardonnet,936803,Champagne,AC Champagne,sale-to-order selection,7.0 g/l,Blend Maker Oy,"brut,very acidic,fruity,toasted,roasted,baked,minerally",0.75,
4853,0,,,10.5%,"speciality
(trappist)",18.0 EBU,Beer,Speciality,natural cork,Belgium,,80.0 Kcal / 100ml,,"meditation beverage,mild cheeses,party wine",,Chimay Grande Réserve Oak Aged Whisky Edition 2017,bottle,46.47 EUR,Chimay,930697,,,sale-to-order selection,,Servaali,"mahogany-brown,extra full-bodied,cloudy,with a rich head,medium hopped,malty,aromatic,spicy",0.75,20.0 °P
4854,0,2.9 g/l,,4.5%,,,Cider,British style apple cider,crown cap,Ireland,0.1 €,40.0 Kcal / 100ml,,"salads, vegetarian food,oriental food,party wine",,Magners Irish Cider,bottle,9.09 EUR,Wm. Magner,788244,,,general selection,30.0 g/l,Uniq Drinks Finland,"dry,reddish yellow,medium acidic,cinnamon-apple notes,light citrus notes,slightly spicy",0.33,
4855,0,5.4 g/l,,12.5%,,,Red wine,Berried & fresh,metal screw cap,Italy,0.1 €,70.0 Kcal / 100ml,"Sangiovese,Montepulciano","tapas and antipasti,pork,pasta and pizza,savoury snacks,metal screw cap,organic",,Massimo Rosso Organico 2017,bottle,13.88 EUR,Massimo Benedetti,929098,Others,,sale-to-order selection,8.0 g/l,CISA Drinks,"medium-bodied,medium tannic,currant notes,cherry notes,spicy",1.0,
4856,0,5.4 g/l,,12.5%,,,White wine,Crisp & fruity,metal screw cap,United States,0.1 €,70.0 Kcal / 100ml,"Pinot Grigio,Viognier,Pinot Gris","party wine,salads, vegetarian food,savoury snacks,chicken, turkey,metal screw cap,lighter glass bottle",,Barefoot Pinot Grigio,bottle,13.17 EUR,Barefoot Cellars,905737,California,Kalifornia,general selection,7.0 g/l,Bpf-Beverage Partners Finland,"medium dry,medium acidic,fruity,pear notes,lemon notes,light herb notes",0.75,
4857,0,,Mild alcoholic beverage. Limited durability,15.0%,,,Liqueur & bitter,Cream liqueurs,metal screw cap,Germany,,330.0 Kcal / 100ml,,metal screw cap,,Dooley's White Chocolate Cream,bottle,28.54 EUR,Waldemar Behn,939007,,,general selection,230.0 g/l,Social Wines,"cream white,full-bodied,creamy,white chocolate notes,wild berry notes",0.7,
4858,0,,Mild alcoholic beverage,21.5%,,,Liqueur & bitter,Fruit liquers,natural cork,Finland,,200.0 Kcal / 100ml,,organic,,Verla Organic Omena,bottle,59.8 EUR,Viiniverla,939186,,,sale-to-order selection,190.0 g/l,Viiniverla,"golden brown,amber,full-bodied,cinnamon notes,fruity,rich,full-bodied",0.5,
4859,0,5.2 g/l,,12.5%,,,Rosé wine,Dry,metal screw cap,Austria,0.1 €,70.0 Kcal / 100ml,Sankt Laurent,"salads, vegetarian food,savoury snacks,lean fish,chicken, turkey,metal screw cap,organic",,Stadlmann Rosé St.Laurent 2017,bottle,18.4 EUR,Stadlmann,436157,,Kabinettwein Niederösterreich,general selection,1.0 g/l,Arvid Nordquist Hab (Suomi),"dry,acidic,citrus notes,raspberry notes,ripe redcurrant notes,spicy",0.75,
4860,0,,,5.5%,"speciality
(saison)",37.0 EBU,Beer,Speciality,crown cap,Finland,,40.0 Kcal / 100ml,,"lean fish,fatty fish,pasta and pizza,oriental food,suitable for vegans",,Radbrew Don Of Wasteland Saison,bottle,14.15 EUR,Radbrew,739014,,,general selection,,Werybre,"yellow,medium-bodied,cloudy,medium hopped,shortbread notes,light wheat notes,citrus notes,hint of coriander",0.33,11.4 °P
4861,0,5.8 g/l,,14.0%,,,Red wine,Nuanced & developed,natural cork,Italy,0.1 €,80.0 Kcal / 100ml,Nebbiolo,"beef,mushrooms,game birds,mild cheeses",,Ricossa Barolo 2014,bottle,38.51 EUR,Ricossa,934347,Piedmont,DOCG Barolo,general selection,,Stella Wines,"medium-bodied,tannic,sour cherry,fig notes,ripe cranberry notes,light leather notes,medicinal herb notes",0.75,
4862,0,5.7 g/l,,12.0%,,,White wine,Crisp & fruity,natural cork,France,,70.0 Kcal / 100ml,Silvaner,"aperitif,mild cheeses,clams, mussels, scallops and oysters,salads, vegetarian food",,Seppi Landmann Sylvaner 2015,bottle,26.6 EUR,Domaine Riefle-Landmann,908047,Alsace,AC Alsace,sale-to-order selection,1.0 g/l,Vinoble,"dry,medium acidic,green apple notes,peach notes,grapefruity",0.75,
4863,0,4.9 g/l,,14.0%,,,Red wine,Berried & fresh,metal screw cap,Chile,0.1 €,80.0 Kcal / 100ml,Pinot Noir,"pork,mushrooms,chicken, turkey,grilled food,metal screw cap,local eco certificate",,Kalfu Kuda Pinot Noir 2017,bottle,19.73 EUR,Viña Ventisquero,434067,San Antonio,Valle de Leyda,general selection,2.0 g/l,Vindirekt Finland,"medium-bodied,medium tannic,ripe cranberry notes,raspberry notes,boysenberry notes,spicy,hint of mocha",0.75,
4864,0,4.7 g/l,No added sulphites,14.0%,,,Red wine,Nuanced & developed,natural cork,France,0.1 €,80.0 Kcal / 100ml,Gamay,"grilled food,strong cheeses,chicken, turkey,tapas and antipasti,suitable for vegans,natural wine",,Vin Sauvage a Poil Regnie 2017,bottle,27.23 EUR,Château de la Terriere,407967,Burgundy,AOP Regnie,general selection,,Concealed Wines,"medium-bodied,tannic,blackberry notes,berry yogurt notes,ripe cherry notes,light herb notes,spicy",0.75,
4865,0,5.1 g/l,,11.0%,,,Sparkling wine & champagne,Crisp & fruity,natural cork,Italy,0.1 €,70.0 Kcal / 100ml,,"salads, vegetarian food,party wine,chicken, turkey,savoury snacks,organic,suitable for vegans",,Pizzolato Biologico Prosecco Extra Dry 2018,bottle,19.44 EUR,La Cantina Pizzolato,908924,,DOC Prosecco,general selection,14.0 g/l,Cisa Drinks,"dry,acidic,peach notes,pear notes,light citrus notes",0.375,
4866,0,5.6 g/l,,14.0%,,,Red wine,Luscious & jammy,natural cork,Italy,0.1 €,80.0 Kcal / 100ml,Montepulciano d'Abruzzo,"grilled food,beef,pork,strong cheeses",,Tenuta Ulisse Montepulciano d’Abruzzo 2015,bottle,20.51 EUR,Tenuta Ulisse,929967,Others,DOP Montepulciano d'Abruzzo,general selection,6.0 g/l,Servaali,"full-bodied,tannic,boysenberry jam notes,sour cherry,spicy,light oak notes",0.75,
4867,0,,,62.0%,,,Whisky,Fruity & aromatic,natural cork,Scotland,,350.0 Kcal / 100ml,,,,The Glenlivet Nàdurra Peated Whisky Cask Finish Single Malt,bottle,99.97 EUR,The Glenlivet Distillery,946287,,,sale-to-order selection,,Pernod Ricard Finland,"medium-bodied,golden brown,amber,smoky notes,fruity,cream toffee notes",0.7,
4868,0,4.5 g/l,,12.0%,,,Sparkling wine & champagne,Crisp & fruity,natural cork,France,,70.0 Kcal / 100ml,,"fatty fish,blini,chicken, turkey,clams, mussels, scallops and oysters",,G.H. Martel & Co Rosé Champagne Brut,bottle,61.07 EUR,G.H. Martel,913117,Champagne,AC Champagne,sale-to-order selection,10.0 g/l,Red Bev Oy,"brut,acidic,berry notes,citrus notes,spicy,rosé",0.75,
4869,0,4.5 g/l,,12.0%,,,Sparkling wine & champagne,Crisp & fruity,natural cork,France,,70.0 Kcal / 100ml,,"fatty fish,blini,chicken, turkey,clams, mussels, scallops and oysters",,G.H. Martel & Co Rosé Champagne Brut,bottle,61.07 EUR,G.H. Martel,913117,Champagne,AC Champagne,sale-to-order selection,10.0 g/l,Red Bev Oy,"brut,acidic,berry notes,citrus notes,spicy,rosé",0.75,
4870,0,5.2 g/l,,13.5%,,,White wine,Nuanced & structured,natural cork,Spain,,80.0 Kcal / 100ml,"Viura,Macabeo","lean fish,tapas and antipasti,seafood,party wine",,Artadi Vinas de Gain Blanco 2011,bottle,42.39 EUR,Artadi,924227,La Rioja,DOCa Rioja,sale-to-order selection,3.0 g/l,Peraco,"dry,acidic,apricot notes,tropical fruit notes,mineral notes,minerally",0.75,
4871,0,,,11.8%,"stout & porter
(imperial stout)",49.0 EBU,Beer,Stout & porter,crown cap,Finland,,80.0 Kcal / 100ml,,"meditation beverage,party wine,chocolate desserts",,Sonnisaari Brutis,bottle,23.3 EUR,Sonnisaari Panimo,946404,,,sale-to-order selection,,Sonnisaari Panimo,"black,full-bodied,medium hopped,black,full-bodied,medium hopped,espresso-like,coffee notes,toasted,roasted,baked",0.33,21.1 °P
4872,0,5.6 g/l,Contains sediment,13.0%,,,Red wine,Nuanced & developed,natural cork,France,,70.0 Kcal / 100ml,Syrah,"meditation beverage,casseroles,mutton, lamb,strong cheeses,organic,biodynamic",A wooden transport packaging,M. Chapoutier Côte-Rôtie La Mordorée 2007,bottle,186.67 EUR,M. Chapoutier,468527,Rhône,AC Côte-Rôtie,limited quantity product,1.0 g/l,Vinetum,"full-bodied,tannic,ripe cranberry notes,blackberry notes,light rosemary notes,hint of clove,mocha notes,oak notes",0.75,
4873,0,3.2 g/l,,0.0%,,,Non-alcoholic,Sparkling wine,plastic closure,Finland,,20.0 Kcal / 100ml,,,,Arctic Rose juhlajuoma,bottle,19.92 EUR,Ranua-Revontuli,565277,,,general selection,50.0 g/l,Ranua-Revontuli,"yellow,sweet,medium acidic,cloudberry notes,light rose notes,hint of cinnamon",0.75,
4874,0,4.0 g/l,,15.0%,,,Dessert wine & other fortified wines,Fruit- and aromatised wines,plastic closure,Finland,0.2 €,140.0 Kcal / 100ml,,party wine,,Vadelma Väkevä Viini plastic bottle,plastic bottle,10.39 EUR,Altia,367657,,,general selection,140.0 g/l,Altia,"bright red,sweet,raspberry aroma,caramel notes",0.75,
4875,0,,,19.0%,,,Dessert wine & other fortified wines,Madeira,natural cork,Portugal,,150.0 Kcal / 100ml,,"sweet desserts,berries and fruits,meditation beverage,chocolate desserts",,Cossart Gordon Good Company Full Rich Madeira,bottle,28.65 EUR,Madeira Wine Company,900417,,,sale-to-order selection,110.0 g/l,Interbrands Wines & Spirits,"mahogany-brown,sweet,raisin notes,fruity,spicy",0.75,
4876,0,7.3 g/l,,12.0%,,,White wine,Crisp & fruity,metal screw cap,Germany,0.1 €,70.0 Kcal / 100ml,Riesling,"seafood,sushi,fatty fish,blini,metal screw cap",,Deep Roots Riesling 2018,bottle,17.05 EUR,Drei Winzer,538407,Rheinhessen,Qualitätswein Rheinhessen,general selection,8.0 g/l,Winestate,"dry,very acidic,ripe citrus notes,clementine notes,pear notes,hint of whitecurrant",0.75,
4877,0,5.7 g/l,,13.0%,,,White wine,Nuanced & structured,natural cork,Portugal,0.1 €,70.0 Kcal / 100ml,"Rabigato,Côdega,Viosinho,Arinto","pork,fatty fish,chicken, turkey,mild cheeses",,Redoma Branco 2017,bottle,25.85 EUR,Niepoort Vinhos,554077,,DOC Douro,general selection,,Nordalco,"dry,acidic,honey melon notes,peach notes,ripe citrus notes,almond notes,oak notes,nuanced",0.75,
4878,0,5.3 g/l,,18.0%,,,Dessert wine & other fortified wines,Sherry,metal screw cap,Spain,0.1 €,100.0 Kcal / 100ml,,"strong cheeses,aperitif,pork,spicy and meaty sausages,metal screw cap",,Merito Oloroso Sherry,bottle,24.37 EUR,Díez Mérito,360814,,DO Jerez-Xérès-Sherry,general selection,4.0 g/l,Global Wine Agency,"nut-brown,dry,nutty,light raisin notes,cocoa notes,hint of sorrel",0.375,
4879,0,5.1 g/l,,14.5%,,,Red wine,Luscious & jammy,natural cork,Italy,0.1 €,80.0 Kcal / 100ml,"Sangiovese,Cabernet Sauvignon,Syrah","mutton, lamb,game,beef,strong cheeses,organic",,Valdifalco Morellino di Scansano 2017,bottle,22.52 EUR,Loacker,487817,Tuscany,DOCG Morellino di Scansano,general selection,,Social Wines,"medium-bodied,tannic,blackberry notes,cranberry notes,cherry notes,spicy",0.75,
4880,0,6.0 g/l,,14.5%,,,Red wine,Robust & powerful,natural cork,Italy,,80.0 Kcal / 100ml,Nebbiolo,"mutton, lamb,game,strong cheeses,beef",,Andrea Oberto Barolo  2013,bottle,59.97 EUR,Andrea Oberto,954105,Piedmont,DOCG Barolo,sale-to-order selection,1.0 g/l,Cantina di Bacco,"full-bodied,tannic,mocha notes,blueberry notes,oak notes",0.75,
4881,0,6.2 g/l,,14.5%,,,Red wine,Luscious & jammy,metal screw cap,South Africa,0.1 €,80.0 Kcal / 100ml,"Cabernet Sauvignon,Merlot","mutton, lamb,beef,grilled food,spicy and meaty sausages,metal screw cap,organic,suitable for vegans,lighter glass bottle",,Org de Rac Le Piquet Cabernet Sauvignon Merlot 2017,bottle,15.19 EUR,Org de Rac,473657,Coastal Region,WO Swartland,general selection,,Astra Wines,"full-bodied,tannic,dark cherry notes,currant notes,boysenberry notes,black pepper notes,dark chocolate notes",0.75,
4882,0,5.8 g/l,,12.0%,,,Sparkling wine & champagne,,natural cork,Finland,0.1 €,80.0 Kcal / 100ml,,"aperitif,party wine,berries and fruits,sweet desserts",,Elysée No 1 Demi-Sec,bottle,12.52 EUR,Pernod Ricard Finland,8501,,,general selection,35.0 g/l,Pernod Ricard,"medium sweet,medium acidic,whitecurrant notes,gooseberry notes,light herb notes,aromatic",0.75,
4883,0,6.2 g/l,Lower-alcohol wine. Contains sediment. Contains raspberry and blueberry,8.0%,,,Sparkling wine & champagne,,natural cork,Chile,0.1 €,70.0 Kcal / 100ml,,"party wine,berries and fruits,sweet desserts",,Fresita Blueberry-Raspberry,bottle,13.17 EUR,Viña Casal de Gorchs,692117,,,general selection,60.0 g/l,Alpha Beverages,"sweet,medium acidic,blueberry notes,raspberry notes,light citrus notes,fresh,refreshing,red,cloudy",0.75,
4884,0,5.4 g/l,,14.0%,,,Red wine,Nuanced & developed,natural cork,Italy,0.1 €,80.0 Kcal / 100ml,,"game,strong cheeses,spicy and meaty sausages,casseroles",,Cannubi Barolo 2012,bottle,80.09 EUR,Marchesi di Barolo,916997,Piedmont,DOCG Barolo,sale-to-order selection,3.0 g/l,Norex Spirits Oy Ab,"full-bodied,very tannic,berry notes,spicy,oak notes,long",0.75,
4885,0,,,41.0%,,,Cognacs,Cognac extra,natural cork,France,0.1 €,230.0 Kcal / 100ml,,,Sold in gift packaging,Frapin Château Fontpinot XO,bottle,142.0 EUR,Frapin,861,,AC Cognac Grande Champagne,general selection,11.0 g/l,Nordic Cellars,"amber-brown,full-bodied,aged,sharp,ripe apricot notes,ripe plum notes,dark chocolate notes,minerally,herbal notes,long",0.7,
4886,0,3.3 g/l,,0.0%,,,Non-alcoholic,Sparkling wine,plastic closure,Finland,,30.0 Kcal / 100ml,,,,Lagrima Arctica,bottle,19.81 EUR,Mahla Forest,570487,,,limited quantity product,80.0 g/l,Mahla Forest,"pale yellow,sweet,medium acidic,lime notes,spruce needle notes,light whitecurrant notes,hint of honey",0.75,
4887,0,,,8.5%,"ale
(ipa)",79.0 EBU,Beer,Ale,crown cap,Finland,0.1 €,80.0 Kcal / 100ml,,"casseroles,game,mutton, lamb,beef",,Pyynikin Black IPA,bottle,15.06 EUR,Pyynikin Käsityöläispanimo,761524,,Black IPA,general selection,,Pyynikin Käsityöläispanimo,"black,full-bodied,cloudy,very strongly hopped,toasted malt notes,dried fruits,espresso-like,hint of salmiak,toasted,roasted,baked",0.33,20.1 °P
4888,0,7.3 g/l,,12.0%,,,Sparkling wine & champagne,Generous & toasty,natural cork,France,,70.0 Kcal / 100ml,Chardonnay,"meditation beverage,clams, mussels, scallops and oysters,game birds,blini",Sold in gift packaging,Ayala Blanc de Blancs Champagne Brut 2008,bottle,93.2 EUR,Ayala,588317,Champagne,AC Champagne,limited quantity product,12.0 g/l,Wennerco,"brut,acidic,ripe lemon notes,yellow plum notes,mineral notes,minerally,cashew nut notes,light creamy notes,multi-dimensional,long",0.75,
4889,0,7.6 g/l,,12.0%,,,White wine,Crisp & fruity,metal screw cap,United States,0.1 €,70.0 Kcal / 100ml,Riesling,"chicken, turkey,salads, vegetarian food,oriental food,sushi,metal screw cap",,Kungfu Girl Riesling 2017,bottle,21.85 EUR,Charles Smith Wines,516277,Washington,Columbia Valley,general selection,12.0 g/l,Wennerco,"medium dry,acidic,ripe citrus notes,pear notes,apricot notes,hint of white peach,slightly spicy",0.75,
4890,0,,Mild alcoholic beverage,21.0%,,,Liqueur & bitter,Salmiac liqueurs,metal screw cap,Finland,0.1 €,180.0 Kcal / 100ml,,metal screw cap,,Šamaani Salmari,bottle,25.15 EUR,Shaman Spirits,2083,,,general selection,160.0 g/l,Shaman Spirits,"black-grey,medium full bodied,salmiak notes,liquorice notes,spicy,soft,smooth",0.2,
4891,0,5.3 g/l,,13.5%,,,Red wine,Luscious & jammy,,Spain,,80.0 Kcal / 100ml,"Tempranillo,Syrah","chicken, turkey,beef,pasta and pizza,savoury snacks,organic",,El Gran Botanico 2017 bag-in-box,bag-in-box,11.16 EUR,Gardel,909258,La Mancha,Vino de la Tierra de Castilla,sale-to-order selection,3.0 g/l,Red Bev,"medium-bodied,low tannins,aromatic,blueberry notes,herbal notes",3.0,
4892,0,5.3 g/l,,13.5%,,,Red wine,Luscious & jammy,,Spain,,80.0 Kcal / 100ml,"Tempranillo,Syrah","chicken, turkey,beef,pasta and pizza,savoury snacks,organic",,El Gran Botanico 2017 bag-in-box,bag-in-box,11.16 EUR,Gardel,909258,La Mancha,Vino de la Tierra de Castilla,sale-to-order selection,3.0 g/l,Red Bev,"medium-bodied,low tannins,aromatic,blueberry notes,herbal notes",3.0,
4893,0,,,5.2%,"lager
(lager)",16.0 EBU,Beer,Lager,can,Finland,0.15 €,40.0 Kcal / 100ml,,"party wine,mild sausages,grilled food,savoury snacks",,Lapin Kulta A can,can,5.78 EUR,Hartwall,795646,,,general selection,,Hartwall,"yellow,medium-bodied,medium hopped,malty,nutty,light herb notes",0.5,11.7 °P
4894,0,5.3 g/l,,16.0%,,,Red wine,Robust & powerful,natural cork,Italy,,90.0 Kcal / 100ml,"Corvina,Corvinone,Sangiovese,Barbera,Rondinella","mutton, lamb,beef,strong cheeses",,Guerrieri Rizzardi Calcarole Amarone della Valpolicella Classico 2011,bottle,93.37 EUR,Guerrieri Rizzardi,917152,The Veneto,DOCG Amarone della Valpolicella Classico,sale-to-order selection,8.0 g/l,BBWines,"extra full-bodied,tannic,dark cherry notes,spicy,mocha notes",0.75,
4895,0,,Contains sweeteners,9.0%,"speciality
(saison)",18.0 EBU,Beer,Speciality,crown cap,England,,60.0 Kcal / 100ml,,"strong cheeses,game",,Wild Beer Ninkasi Saison,bottle,25.47 EUR,Wild Beer,936797,,,sale-to-order selection,,Craft & Cask,"yellowish,full-bodied,medium hopped,fruity,apple notes",0.75,16.8 °P
4896,0,,Contains sweeteners,9.0%,"speciality
(saison)",18.0 EBU,Beer,Speciality,crown cap,England,,60.0 Kcal / 100ml,,"strong cheeses,game",,Wild Beer Ninkasi Saison,bottle,25.47 EUR,Wild Beer,936797,,,sale-to-order selection,,Craft & Cask,"yellowish,full-bodied,medium hopped,fruity,apple notes",0.75,16.8 °P
4897,0,,,10.5%,"ale
(ipa)",60.0 EBU,Beer,Ale,crown cap,England,,90.0 Kcal / 100ml,,"beef,meditation beverage,chocolate desserts,game",,Fuller's Imperial IPA,bottle,17.88 EUR,Fuller's,934516,,,general selection,,Uniq Drinks Finland,"amber-brown,extra full-bodied,strongly hopped,caramel malt notes,malt bread notes,ripe plum notes,apricot notes,spicy,light syrup notes",0.5,24.5 °P
4898,0,,,40.0%,,,Gin and other spirits,Aniseed distillates,metal screw cap,Norway,0.2 €,230.0 Kcal / 100ml,,metal screw cap,,Dry Anis plastic bottle,plastic bottle,31.56 EUR,Arcus,134406,,,general selection,15.0 g/l,Arcus Finland,"colourless,dryish,warm,anise notes",0.5,
4899,0,,,43.0%,,,Whisky,Fruity & aromatic,natural cork,Scotland,,240.0 Kcal / 100ml,,,Sold in gift packaging,Glengoyne 21 Year Old Single Malt,bottle,213.94 EUR,Lang Brothers LTD,930437,,Highland,sale-to-order selection,,Craft & Cask,"full-bodied,mahogany-brown,fruity,oak notes,malty",0.7,
4900,0,5.0 g/l,,13.5%,,,Red wine,Berried & fresh,natural cork,Italy,,80.0 Kcal / 100ml,,"pork,chicken, turkey,tapas and antipasti,savoury snacks",,Ruffino Chianti Superiore 2015,bottle,21.32 EUR,Ruffino,499577,Tuscany,DOCG Chianti Superiore,general selection,,Alpha Beverages,"medium-bodied,medium tannic,cranberry notes,redcurrant notes,light stable notes",0.75,
4901,0,,,6.5%,"ale
(ipa)",49.0 EBU,Beer,Ale,crown cap,Finland,0.1 €,50.0 Kcal / 100ml,,"meditation beverage,game,mutton, lamb,spicy and meaty sausages",,Mallaskosken Panimo Black IPA,bottle,10.55 EUR,Mallaskosken Panimo,723484,,Black IPA,general selection,,Servaali,"dark brown,full-bodied,cloudy,strongly hopped,toasted malt notes,citrus notes,spicy,light herb notes,nuanced",0.33,14.2 °P
4902,0,5.9 g/l,,13.0%,,,Red wine,Nuanced & developed,natural cork,France,0.1 €,70.0 Kcal / 100ml,Pinot Noir,"game birds,liver,meditation beverage,mushrooms",,Olivier Leflaive Volnay 1er Cru Mitans 2011,bottle,87.33 EUR,Olivier Leflaive,460527,Burgundy,AC Volnay 1er Cru,general selection,,Vindirekt Finland,"medium-bodied,medium tannic,cranberry notes,blackberry notes,sour cherry,light stable notes,hint of liquorice,oak notes",0.75,
4903,0,6.0 g/l,,12.0%,,,Sparkling wine & champagne,Mellow & sweet,natural cork,France,0.1 €,80.0 Kcal / 100ml,"Pinot Meunier,Pinot Noir,Chardonnay","party wine,sweet desserts,oriental food,savoury snacks",Sold in gift packaging,Mumm Champagne Le Demi-Sec,bottle,53.19 EUR,Mumm,8751,Champagne,AC Champagne,general selection,35.0 g/l,Pernod Ricard,"medium sweet,acidic,sweet fruit notes,ripe apple notes,hint of honey,light toast notes",0.75,
4904,0,,,40.0%,,,Vodka & spirit,Vodka,plastic closure,Russia,0.1 €,220.0 Kcal / 100ml,,,,Russian Standard Platinum Vodka,bottle,50.21 EUR,Russian Standard,133197,,,general selection,2.0 g/l,Interbrands Wines & Spirits,"colourless,dry,soft,smooth,neutral,elegant",0.7,
4905,0,,,38.0%,,,Vodka & spirit,Vodka,metal screw cap,Latvia,0.1 €,210.0 Kcal / 100ml,,metal screw cap,,Stolichnaya Vodka,bottle,32.69 EUR,S.P.I. Group,179407,,,general selection,2.0 g/l,Quantum Beverages,"colourless,soft,smooth,sweet grain notes",0.7,
4906,0,,,40.0%,,,Gin and other spirits,Aquavit,plastic closure,Denmark,,220.0 Kcal / 100ml,,,,D Argentum Dild Aquavit,bottle,57.58 EUR,Den Ny Spritfabrik,158036,,,general selection,,Bpf-Beverage Partners Finland,"colourless,warm,dill notes,light citrus notes,hint of waffle,nuanced",0.5,
4907,0,9.4 g/l,,11.5%,,,Sparkling wine & champagne,Crisp & fruity,other closure,Other country of origin,,70.0 Kcal / 100ml,"Chardonnay,Pinot Noir","sweet desserts,blini,party wine,meditation beverage,kosher",,Golan Heights Gamla Brut,bottle,30.64 EUR,Golan Heights Winery,901897,,,sale-to-order selection,5.0 g/l,Amka,"brut,acidic,citrus notes,lime notes",0.75,
4908,0,6.1 g/l,,11.5%,,,Sparkling wine & champagne,Crisp & fruity,natural cork,Spain,0.1 €,70.0 Kcal / 100ml,"Macabeo,Xarel-lo,Parellada","party wine,salads, vegetarian food,chicken, turkey,fatty fish,suitable for vegans",,Codorníu Clasico Cava Sec,bottle,14.61 EUR,Codorníu,8912,,DO Cava,general selection,18.0 g/l,Wennerco,"medium dry,acidic,ripe citrus notes,green apple notes,slightly baked,spicy",0.375,
4909,0,4.8 g/l,,13.0%,,,Red wine,Robust & powerful,natural cork,France,,70.0 Kcal / 100ml,Syrah,"game,mutton, lamb,beef,strong cheeses",,E. Guigal Crozes-Hermitage 2016,bottle,35.99 EUR,E. Guigal Château d’Ampuis,944645,Rhône,AC Crozes-Hermitage,sale-to-order selection,,Vinunic Oy,"full-bodied,tannic,blackberry jam notes,pepper notes,eucalyptus notes",0.75,
4910,0,,,40.0%,,,Rum,Dark rum,natural cork,Dominican Rebublic,,230.0 Kcal / 100ml,,,Sold in gift packaging,Ron Matusalem Gran Reserva Solera 15,bottle,66.43 EUR,Bermudez,938287,,,sale-to-order selection,5.0 g/l,Beverage Partners Finland Oy,"golden-yellow,full-bodied,dryish,warm,fruity",0.7,
4911,0,,,8.0%,"ale
(strong ale)",19.0 EBU,Beer,Ale,crown cap,Belgium,0.1 €,60.0 Kcal / 100ml,,"party wine,oriental food,chicken, turkey,pork",,La Chouffe,bottle,11.61 EUR,Brasserie d'Achouffe,929994,,,general selection,,Servaali,"golden-yellow,full-bodied,medium hopped,honey and malt notes,apricot notes,biscuity,dried fruits",0.33,16.7 °P
4912,0,,,40.0%,,,Whisky,Light & grainy notes,natural cork,Scotland,,220.0 Kcal / 100ml,,,Sold in gift packaging,Speyburn Bradan Orach Single Malt,bottle,57.11 EUR,The Speyburn Distillery,908327,,,sale-to-order selection,,Quantum Beverages,"light-bodied,golden-yellow,apple notes,honey notes,citrus notes",0.7,
